ZipcodesGeoid_PK,Total_Income,LessThanHighSchoolGraduate,HighSchoolGraduate,SomeCollegeOrAssociate,BachelorsDegree,GraduateOrProfessionalDegree
27504,32538,17344,33278,38065,35670,70417
27505,31218,22279,26607,31215,41184,75000
27507,30330,27337,29620,26696,76912,0
27508,36216,13903,36250,39375,45833,0
27509,31035,17404,26940,40781,43125,35833
27510,30414,19660,25536,29159,29533,44267
27511,36298,20513,25170,30189,50051,71378
27513,51823,24708,30147,36453,60838,79428
27514,47099,24931,23057,27269,37489,73721
27516,49119,17607,25286,25712,45449,77429
27517,50378,23750,28837,36883,48772,74630
27518,59219,0,42679,43403,59403,89737
27519,76845,22292,35217,41922,79890,100643
27520,36948,18386,32603,35138,48509,59943
27521,32368,21845,31959,31262,43523,45893
27522,39337,18306,35356,40895,50346,60399
27523,52506,0,28859,35060,68009,84792
27524,28854,19243,23991,30734,41592,61500
27525,32266,24250,26519,40480,50845,50738
27526,41054,21664,28857,37419,50510,61620
27527,46093,30925,28623,42426,51759,68162
27529,36942,23900,29741,35370,47796,60811
27530,29848,16051,25659,27172,39181,47060
27531,23516,0,0,28472,21979,0
27534,32597,19196,30424,30526,41412,56065
27536,25936,17667,25143,23514,40540,44545
27537,27077,18045,22278,31697,30929,52566
27539,52927,11660,34343,41250,69651,86686
27540,51840,33068,30478,43336,61611,75299
27541,39280,29868,31842,45702,45104,57750
27542,32968,18977,27894,34866,42404,52813
27544,32780,34917,31016,24453,40183,0
27545,36755,21545,30229,34124,50400,60614
27546,31266,15750,28317,33222,32937,54315
27549,28284,14905,25311,29000,39037,41865
27551,28333,0,31250,25400,33750,40417
27553,26658,0,11970,35750,71364,0
27555,22500,0,25156,22857,0,0
27556,0,0,208446,8056,0,0
27557,31111,19592,30250,35304,33462,40529
27559,35351,36156,35968,32011,0,60556
27560,53821,16288,34063,40492,56208,78517
27562,38675,0,26379,36492,51103,85658
27563,26293,15777,27083,27112,31875,23833
27565,31890,20863,29470,32543,44983,53138
27568,31172,0,21641,44286,"25,000",0
27569,28419,27721,22103,29583,40682,44018
27571,46685,0,29832,42243,52429,54408
27572,40643,20750,34205,43629,42418,77344
27573,22131,15000,21698,25456,31698,0
27574,31327,21964,32341,27234,32114,55375
27576,26569,15646,24294,27849,40136,48160
27577,27715,21956,27751,27475,39452,38942
27581,32289,25441,26950,34135,39100,0
27582,32500,0,31625,36250,0,0
27583,37836,14943,28288,42176,46944,58699
27587,47137,25036,31439,41361,54170,70261
27589,27127,23015,27100,26439,35647,36917
27591,36656,19904,30824,41161,47028,55472
27592,37373,26853,32472,37023,44602,47734
27596,36359,20421,38975,33137,46467,57197
27597,32951,23005,27406,35666,48875,60689
27601,24763,13258,14873,21598,37821,65357
27603,35741,17889,26748,31675,46081,59864
27604,32275,16461,25691,32461,45983,53357
27605,46094,0,0,25714,50496,64940
27606,35946,17577,24605,31904,40261,50171
27607,42320,18621,26239,27454,47236,71058
27608,52398,0,31655,41311,54079,60922
27609,40854,16533,26154,31696,49946,63970
27610,29123,18601,24707,29289,42319,47185
27612,47189,17133,35330,32598,53128,63841
27613,49744,14792,26747,37610,51908,80679
27614,55629,0,31761,36643,67030,95000
27615,47223,17083,27494,37115,55405,69574
27616,37552,16739,25376,35796,46768,48457
27617,56435,16346,29103,50491,60268,77170
27701,24591,15572,18342,22914,32002,50066
27703,35965,16762,24271,31749,50771,62024
27704,31503,20696,25817,32612,41637,50898
27705,35864,20710,25753,30847,40182,56296
27707,34210,16835,24025,30336,40861,54470
27709,40260,23947,0,46402,40156,0
27712,46733,0,35000,38146,51341,73438
27713,44927,19483,29892,31981,49386,61564
27801,23821,13742,17774,28349,34643,48387
27803,31531,11992,25625,30640,40741,70912
27804,30792,20952,23019,30906,44648,42372
27805,24299,14107,25504,27143,"25,000",0
27806,36691,28375,73869,36750,104000,0
27807,26494,17580,29917,25052,40993,0
27808,28175,0,0,28718,32679,0
27809,26085,0,24836,27243,27429,0
27810,25776,30411,18684,27056,35600,46806
27812,25833,0,25163,24861,32679,48750
27813,23984,0,17208,29250,40625,30833
27814,30838,25417,27214,37206,25682,0
27816,25000,0,27317,22852,0,130227
27817,27887,26033,24808,31723,36833,60078
27818,24050,0,0,40455,0,7762
27819,28393,13472,31250,26875,0,0
27820,32009,18869,40048,35037,30769,51167
27821,0,0,0,0,0,0
27822,30707,22500,30015,30288,63813,56486
27823,24571,21089,21786,24545,32017,0
27824,30677,14408,33098,40960,0,0
27825,0,0,0,0,0,0
27826,22266,"25,000",0,0,0,0
27827,0,0,0,0,0,0
27828,29503,11994,30625,26573,38854,57067
27829,30288,16176,31080,29399,47000,64286
27830,26764,5797,21574,32077,42339,46500
27831,24207,20702,23199,29359,45735,0
27832,25887,19625,21799,28125,35288,50313
27834,27548,14732,21645,26178,36001,54411
27837,38915,19519,36100,40568,42386,56958
27839,27021,33750,25635,28920,31250,0
27840,32955,16389,53438,32727,0,0
27841,0,0,0,0,0,0
27842,33833,0,21691,0,34000,57917
27843,21607,7188,40500,23750,17109,0
27844,25441,14650,23438,28804,46063,0
27845,25855,22580,29583,27532,51397,45313
27846,31628,0,19392,33872,38571,50313
27847,17104,0,17470,13988,0,0
27849,22976,23155,22330,16656,33450,53750
27850,30481,24844,26175,33313,33813,41250
27851,26446,17739,29006,29125,33438,51364
27852,31610,16058,30738,29881,55909,97974
27853,45417,0,0,45417,0,0
27855,27540,0,24183,24672,37757,51836
27856,31521,20608,28750,32472,42406,63398
27857,25521,0,0,26875,51250,0
27858,37949,16956,28446,31838,42424,60167
27860,29130,0,14474,41296,0,75625
27861,18333,0,0,31250,0,0
27862,37112,0,36563,50511,0,28611
27863,33681,0,31919,34250,36794,44974
27864,27263,18313,27073,30162,38571,41339
27865,35194,0,24909,37266,39327,0
27866,30208,0,0,33235,0,0
27869,18594,5729,0,28125,37750,120500
27870,29609,16531,26665,26998,38296,50087
27871,26949,14651,24744,38750,42563,0
27872,20729,18750,18750,26607,19583,0
27873,25556,0,26667,23375,0,0
27874,30169,27008,23816,30365,42432,46111
27875,0,0,41029,0,0,0
27876,30344,0,31151,22813,35556,55804
27878,23043,13828,22891,23087,0,0
27879,28750,11429,21250,30625,60833,0
27880,41820,0,31667,41372,52031,138063
27881,48229,0,0,0,0,0
27882,30911,20601,24087,34554,49276,45909
27883,32549,18281,35074,33636,34688,86250
27884,28313,8790,23936,48824,40398,0
27885,30028,0,17366,40329,0,0
27886,27339,21493,26787,27290,33239,61914
27888,24922,17941,22112,38500,40885,0
27889,31432,23988,24969,32178,44436,47583
27890,22348,21125,21688,18846,24722,63750
27891,27328,16886,27075,31250,32743,0
27892,27027,25095,24938,25893,37599,60357
27893,25858,14747,23492,27207,40273,50372
27896,41402,17500,32141,36351,49690,61215
27897,18819,12778,17500,18889,25000,41964
27909,30708,17717,25958,31683,40022,44405
27910,28500,20286,25141,27544,40833,42241
27915,28586,26550,0,0,0,0
27916,33385,47813,28542,31295,0,41250
27917,13516,16328,11532,30670,0,0
27919,33958,0,22542,0,0,61302
27920,30742,0,30083,29839,0,0
27921,42832,32700,40231,41836,51364,92045
27922,32260,0,38259,28487,43750,49375
27923,30833,0,36328,11635,45833,0
27924,27857,19773,21926,21433,55391,0
27925,23202,11512,22500,31170,35833,48370
27926,40848,0,37051,40357,47125,0
27927,26466,0,17917,24000,26293,51250
27928,21276,17969,17857,24167,47250,36250
27929,41993,0,0,63224,48816,0
27932,27647,9625,29457,22475,32391,47232
27935,37625,25139,31591,45573,42813,40417
27936,15633,13113,0,42125,0,0
27937,35549,32368,33088,32976,50306,41786
27938,32201,0,31500,24432,35750,87946
27939,30321,20952,35833,21000,0,45806
27941,38229,0,0,45726,41652,0
27942,17917,0,30076,18417,0,0
27943,27232,0,0,31100,40380,0
27944,34495,14432,27574,30784,45140,56603
27946,31250,0,0,31797,0,0
27947,22987,15828,25893,23091,35781,0
27948,28872,22988,26353,28004,36534,48214
27949,30036,26306,26818,28289,34322,28281
27950,38694,40841,41215,29722,42969,48571
27953,31917,26346,25938,36473,0,0
27954,31024,9344,30094,32289,32679,41587
27956,50827,"25,000",0,52284,0,0
27957,30345,0,36333,31182,31850,0
27958,44932,28774,32188,45357,60461,67308
27959,37335,0,0,31500,40052,120819
27960,0,0,0,0,0,0
27962,24253,0,22792,25970,0,37212
27964,0,0,26357,0,0,61382
27965,27419,0,26774,23750,0,0
27966,28800,0,25536,48864,61042,0
27967,33056,0,0,33750,"25,000",0
27968,28859,0,0,0,0,0
27970,29063,33041,25952,30288,0,0
27972,0,0,0,0,0,0
27973,36005,27333,40306,35500,36047,0
27974,24864,17472,0,30208,71250,31250
27976,39500,22563,38323,39047,50188,83229
27978,31458,0,26250,0,0,0
27979,29448,11500,34034,30304,42875,62083
27980,29063,0,26159,0,51146,42551
27981,28254,21023,29453,28485,26750,46071
27982,0,0,0,0,0,0
27983,25151,16473,27038,25864,34219,50398
27985,16667,39375,0,9766,0,0
27986,21250,0,25357,17969,34583,0
28001,31981,21337,26164,33180,42417,44482
28006,28400,0,27550,30982,53235,0
28007,25174,29875,23000,22411,0,0
28009,27632,21250,27308,25982,51635,0
28012,39919,24086,30798,40364,51671,60417
28016,30460,21375,29856,29533,45721,50156
28017,0,0,0,0,0,0
28018,31176,24881,24063,22500,42153,41908
28019,0,0,0,0,0,0
28020,28036,42000,24659,26250,0,43804
28021,33849,18578,30781,34274,41623,48250
28023,31582,17665,26612,33491,41774,51074
28025,34189,23059,28799,35928,45738,50986
28027,40213,15775,28636,35366,54509,61375
28031,55266,24886,36755,45193,66091,90981
28032,38073,26400,26250,42850,35625,100250
28033,30965,32716,30068,30593,60943,0
28034,31565,16048,30414,31894,43571,48438
28036,58682,22012,26348,36250,71563,100775
28037,50707,21750,35093,45515,64118,95236
28039,0,0,0,0,0,0
28040,28500,21140,21037,26268,45776,55793
28043,25702,14609,21645,27922,36943,41513
28052,25534,15678,23323,26465,36415,54271
28054,30471,20179,25845,29392,40866,60088
28056,37447,16667,33870,36268,49323,60818
28071,33932,31625,37500,30594,40417,0
28072,39318,0,38125,40521,36250,52083
28073,28998,10179,28596,32986,0,0
28075,50082,28500,32304,45551,62257,76198
28076,0,0,0,0,0,0
28077,30060,0,28500,44375,41625,0
28078,51263,18967,31976,39010,66348,79713
28079,42503,31023,36282,40608,51141,53330
28080,36647,18162,34779,36163,61563,0
28081,31963,20403,26576,31829,40841,51705
28083,28988,22784,25206,31180,37794,45655
28086,29170,16395,26422,30392,43864,45397
28088,35893,0,27237,35096,50250,49554
28089,38750,0,0,0,31250,0
28090,28118,13952,26861,29002,44643,48750
28091,28167,15833,28466,30625,36058,0
28092,30861,21257,26439,33966,41452,51484
28097,32478,24762,25063,40250,46667,44531
28098,28681,0,23106,32111,29408,32222
28101,35259,29375,31000,37143,52188,0
28102,30417,0,0,0,0,0
28103,30426,22039,29819,29216,39957,0
28104,51186,23667,31259,42153,69953,81796
28105,41674,21796,27805,33458,53966,63978
28107,35079,25455,30967,37384,36556,42442
28108,27750,0,34191,0,0,0
28109,25625,0,0,23611,15250,45500
28110,33677,23766,30431,36307,43884,49883
28112,31066,21058,30411,31691,41997,50133
28114,31434,30500,29000,29361,41897,34919
28115,37646,22473,30451,37170,55290,61332
28117,47100,27344,33839,37113,60700,72700
28119,19118,9232,22150,24609,47879,0
28120,36748,21500,31954,35880,51803,60121
28124,32285,24107,27682,31902,52093,63750
28125,28141,19400,27159,27880,44844,0
28127,30255,21964,28685,29702,51786,42222
28128,30440,15700,27604,29966,32649,51552
28129,32365,19013,31138,32225,44647,42115
28133,33638,0,25542,44107,50625,46354
28134,39049,16495,37446,30674,45280,57500
28135,31641,26813,22238,32600,47066,41250
28137,32865,24712,29318,37065,26250,43636
28138,32637,23269,30822,31380,63958,46423
28139,30346,22382,26418,30370,38081,51286
28144,26631,18698,25369,22815,35471,54199
28146,34847,16132,29701,34711,45041,49398
28147,31280,21075,30600,34222,33571,56389
28150,31006,18503,26690,30202,42174,51056
28152,30388,21477,25384,31911,37283,44797
28159,28552,21250,36953,23897,33715,0
28160,26969,21541,18250,45208,47333,61452
28163,33294,21655,31157,31360,69444,85313
28164,36858,25788,31836,34964,48667,52632
28166,31974,26686,27363,34079,45757,34628
28167,21572,0,0,30893,21309,0
28168,30630,20300,28590,32377,42037,53750
28169,0,0,0,0,0,0
28170,27605,25267,30239,22366,32351,56438
28173,51162,25871,30679,40743,68347,100685
28174,28002,23264,24129,29025,36994,38917
28202,67925,18980,17604,51458,69549,96641
28203,60885,11125,25750,28151,66427,84825
28204,49309,11083,16385,31750,53681,80114
28205,29561,17025,21271,25821,45737,67545
28206,21825,16046,18930,22133,33714,56422
28207,79096,0,41250,24907,71359,128000
28208,24363,18917,20569,25394,40113,38589
28209,48677,26096,17896,33567,54481,73767
28210,40915,20139,25301,32309,52227,71443
28211,51627,16464,15530,30774,64002,82986
28212,25600,18195,22337,29261,35944,46420
28213,30631,20253,25000,29913,40788,53950
28214,35909,27904,31079,32489,51747,50688
28215,30611,20484,25635,29028,42159,44921
28216,34843,17845,25936,33911,47370,53435
28217,27830,19307,22383,28528,43588,62750
28226,48969,25397,23021,35857,53299,90310
28227,33777,20340,27469,34484,41598,52002
28244,0,0,0,0,0,0
28262,36857,26196,27278,31725,42047,55929
28269,39398,20701,29673,33966,51042,55745
28270,47535,35938,29107,32078,56610,78277
28273,36261,19516,26313,33892,47184,58221
28277,61867,25602,36810,40861,75479,84677
28278,42064,24176,31731,36899,58750,68730
28280,0,0,0,0,0,0
28282,0,0,0,0,0,0
28301,21877,11494,19295,20260,36301,52308
28303,30547,17928,22898,28745,38615,63232
28304,30899,16504,25058,29814,38896,54314
28305,33713,15909,23393,23125,50362,71538
28306,32467,16189,23402,31343,47473,66295
28307,36222,"25,000",31741,34266,42364,76786
28308,31296,0,0,0,30926,96964
28310,27301,0,27941,26161,29708,26667
28311,35386,18500,26013,31488,42635,53552
28312,31582,24433,27693,27533,44202,57292
28314,32000,13509,25388,30622,42285,53182
28315,29090,11270,17945,29926,39990,48452
28318,32609,0,31134,32324,43783,59310
28320,26273,0,24289,24866,34565,75382
28323,40133,46354,42614,26314,31908,74516
28325,17396,16111,0,17500,34375,0
28326,37925,17292,30278,41739,50625,61005
28327,36723,17258,26821,41204,45726,53821
28328,25294,17350,24122,23957,40417,49583
28330,25725,0,27200,0,0,0
28332,25188,0,17273,25188,0,0
28333,21858,16485,19460,23028,34044,47120
28334,27640,16088,23551,30665,40550,50598
28337,30797,17262,20781,35585,34167,46767
28338,29906,21698,22330,32034,43500,46591
28339,27050,20719,24709,27417,36891,48125
28340,27090,22094,26974,25848,39844,50268
28341,24383,19877,27115,30582,25156,38917
28342,38333,0,31250,32083,38333,77083
28343,32109,0,23534,35221,37981,55000
28344,26353,19573,21429,31094,35288,53558
28345,23648,12071,22010,23165,45573,55801
28347,20821,20549,20729,21429,0,0
28348,35134,21395,29183,31780,51510,51485
28349,25156,15735,17316,27500,54474,30893
28350,63866,0,0,0,0,0
28351,26036,22600,25067,20849,31269,68676
28352,27173,19125,22660,25735,40529,51987
28356,36119,29932,24877,35096,54167,42917
28357,23606,16985,16691,26000,28875,45446
28358,28338,23889,26138,26861,40909,51161
28360,28486,19719,25144,29663,37100,42813
28363,25331,12011,30990,9925,48750,0
28364,26865,15703,24167,29191,39722,37232
28365,24466,15764,22807,29519,42019,40333
28366,32564,19683,26538,33548,52554,93661
28367,19792,0,0,19167,0,0
28369,27143,12054,27036,25893,39750,41776
28371,35090,33750,30139,37500,30156,69861
28372,28053,17788,24306,26720,35530,45667
28373,30859,0,25368,32845,36250,38750
28374,50544,10826,28580,43250,51946,66087
28375,31667,0,35750,22250,0,38125
28376,31984,17250,26899,32195,42696,48186
28377,21670,17644,20956,20423,33333,47644
28379,27551,10768,23350,27696,36831,52479
28382,27336,30069,26283,26500,35909,0
28383,26806,17589,28846,24863,34338,28333
28384,24660,18750,24100,23467,38750,37031
28385,31493,0,38008,27273,0,43929
28386,22343,17649,20962,27672,36875,0
28387,34735,18462,21896,32344,38102,90154
28390,32234,18500,25461,31014,43375,72202
28391,32436,0,31818,31846,40625,55089
28392,31039,18051,23750,32173,37031,0
28393,27000,15729,22095,40107,41131,0
28394,30407,6078,21389,25893,41286,84138
28395,30781,25938,20197,28250,44609,0
28396,30625,43304,27105,28665,46810,39643
28398,21559,17078,16588,23900,37978,51250
28399,26402,14583,26304,28080,34688,0
28401,25082,15740,21556,24122,33082,46750
28403,30398,14732,25532,23815,38381,61164
28405,34282,19904,26875,31288,40819,54393
28409,42107,21223,30272,32008,51671,72275
28411,41079,26214,32310,34003,47091,73125
28412,35049,12449,27043,29763,42461,54587
28420,27447,19375,21355,35640,30950,0
28421,20956,0,26176,19583,0,138571
28422,26804,12232,27878,23365,38056,43393
28423,30112,18370,26250,31431,34728,26250
28424,17500,0,0,0,0,0
28425,25958,16838,17941,27019,35105,41591
28428,37048,0,31098,34784,36779,66133
28429,30606,21949,32887,25156,36103,37391
28430,32500,24128,37813,38006,40284,0
28431,29245,21382,28510,28268,32962,55938
28432,21983,0,21881,0,22188,0
28433,30460,19514,26520,31475,40870,50250
28434,0,0,0,19514,0,0
28435,26977,11648,28083,35938,62917,51607
28436,35516,30500,35847,20640,62727,0
28438,29615,32188,0,29667,36490,80694
28439,27022,0,22067,31806,65139,45909
28441,28594,16842,28542,37143,41938,0
28442,24297,0,22204,24219,14471,35710
28443,37649,18818,27403,31727,45925,76792
28444,32347,21439,30625,44388,0,0
28445,40279,38224,35504,30864,51806,61250
28447,30063,21136,23750,35625,21042,0
28448,34600,0,28690,0,0,0
28449,40250,0,26033,41679,42167,40096
28450,42125,0,31985,45526,45486,48438
28451,29089,21944,21898,29096,45981,57200
28452,16250,16364,16810,16071,0,0
28453,19545,18152,18984,16953,37125,31298
28454,27589,0,26316,37083,0,0
28455,32836,0,33598,30163,34013,0
28456,26607,20536,36875,25833,32250,56250
28457,28384,13786,25802,28646,37934,52404
28458,22676,17884,33295,21735,35417,0
28460,40529,"25,000",21350,34851,61131,60564
28461,30677,17128,25833,28682,43163,55924
28462,22305,16708,20092,22062,38194,51000
28463,25659,10978,25012,24681,55222,48472
28464,28448,30129,0,21979,55094,0
28465,26733,20000,21250,23795,38625,47981
28466,25742,13281,25536,25321,43869,39097
28467,21848,12106,22195,23382,21094,0
28468,21279,27742,14923,19913,29214,0
28469,32682,12988,16875,34693,40900,59779
28470,25367,12186,23092,27031,35125,30526
28472,29270,19849,24821,30678,42161,45057
28478,27207,18295,25833,29470,23958,52841
28479,30070,13409,17308,31480,45096,43088
28480,50885,0,0,35658,57500,83750
28501,23038,12955,22228,22561,43083,48424
28504,30000,18154,24139,31670,42456,60577
28508,19944,18105,17292,24268,0,0
28510,32176,"25,000",40417,32409,27386,0
28511,30227,0,30735,27450,0,0
28512,32188,0,24327,25833,35500,64321
28513,29966,20917,25247,33044,31648,50958
28515,21005,17917,21518,16518,35625,46250
28516,29038,21616,16602,28134,42450,59722
28518,29688,14265,29057,31229,30469,47569
28519,40156,0,42917,14643,81458,0
28520,36985,0,31518,37578,0,0
28521,30569,30057,29975,30948,0,0
28523,32426,0,33333,31250,0,0
28524,19788,0,0,18831,37014,0
28525,30823,17475,30446,35758,41413,0
28526,25367,14302,30096,33162,0,0
28527,31277,26328,29150,35375,35625,0
28528,27177,16964,30313,27292,0,0
28529,30843,31164,28264,32727,32500,0
28530,25866,16350,20800,30780,32583,43571
28531,33125,19559,19083,34875,53125,0
28532,30863,13446,28179,31363,39886,55563
28533,30707,0,30833,31442,0,0
28537,37273,0,0,0,0,0
28538,27370,0,27593,23537,48250,0
28539,30981,20816,25538,33666,40867,50996
28540,30687,17730,27797,29441,38855,62204
28543,29956,0,28309,30880,30833,0
28544,22380,0,26012,22656,20568,0
28546,31023,20542,26273,28862,44844,58241
28547,31477,0,27374,31858,34750,66875
28551,27921,17327,23883,27739,45735,51389
28552,13986,0,0,0,0,0
28553,32727,0,0,29861,0,0
28554,0,0,0,0,0,0
28555,30614,24236,24969,31310,31027,0
28556,29292,0,0,35914,38750,45000
28557,31725,12417,24174,28243,40837,56128
28560,31326,20755,26565,32127,42716,57143
28562,34126,16228,28412,31895,45354,60889
28570,30151,24955,24091,29102,39321,48534
28571,25595,"25,000",25825,24167,30043,42222
28572,26530,17314,24483,31693,36685,50417
28573,28286,0,24750,29875,0,47212
28574,32948,16910,30830,32045,44950,60893
28575,35337,0,13816,44018,55750,"25,000"
28577,26389,0,31250,24141,0,0
28578,22265,20690,20399,31402,40972,63984
28579,31705,0,30606,45000,40395,0
28580,25629,12538,23519,29392,40161,46071
28581,0,0,0,0,0,0
28582,40333,0,48922,34693,41875,51063
28583,18281,0,0,19063,0,0
28584,34594,17039,28077,32796,40553,57973
28585,30840,15481,31818,28182,43071,58750
28586,21821,11589,25579,21269,42601,68661
28587,23580,27115,15250,23872,0,0
28589,31607,0,81528,31250,0,0
28590,41010,24864,32808,34169,46097,59103
28594,40760,0,30060,34821,50000,66932
28601,31943,21434,26810,31227,42250,55893
28602,29574,20475,22485,29573,38446,51520
28604,26373,26484,24512,22238,25774,50724
28605,24825,"25,000",14500,24929,33370,27330
28606,26101,24097,15872,30526,0,0
28607,31483,17143,23275,27040,38786,52619
28609,36556,26653,35956,36875,39855,51094
28610,29316,21587,26223,30149,40274,46316
28611,24695,0,23079,25114,0,0
28612,27216,19085,27090,26866,39271,45625
28613,29779,16530,25730,31434,39674,52500
28615,19492,0,21250,21563,12150,46771
28616,29583,20729,17417,37250,0,86250
28617,30257,15401,25938,34188,37982,0
28618,27422,8958,21810,32900,25809,58571
28619,24408,0,21900,26875,0,33438
28621,30504,15086,30518,30919,40272,44688
28622,25229,0,21842,26325,37019,21250
28623,22394,16488,22426,28750,49250,0
